name	net_charge	identifier	smiles	value	branching_ratio	experimental_or_predicted	temperature	doi	url	remark
Vancomycin	-2	vancomycin_-2_12	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_13	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_14	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_15	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_16	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_17	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_18	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_19	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_20	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_22	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-2	vancomycin_-2_23	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_19	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_1	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_2	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_3	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_4	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_5	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_6	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_7	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_8	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_9	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_10	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_12	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_13	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_14	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_15	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_16	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_17	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_20	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_21	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_22	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_23	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_24	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_11	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-3	vancomycin_-3_18	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_7	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_8	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_9	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_10	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_11	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_12	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_14	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_15	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_16	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_17	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_4	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_3	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_2	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_1	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_13	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_5	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-4	vancomycin_-4_6	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-5	vancomycin_-5_7	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)([NH3+])C(O)C(C)O1)c(Cl)c2							
Vancomycin	-5	vancomycin_-5_1	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-5	vancomycin_-5_2	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C(NC5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-5	vancomycin_-5_3	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-5	vancomycin_-5_4	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc(O)cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-5	vancomycin_-5_5	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c(O)cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-5	vancomycin_-5_6	C[NH2+]C(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2							
Vancomycin	-6	vancomycin_-6_1	CNC(CC(C)C)C(=O)NC1C(O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)C(O)C5NC(=O)C([N-]C(=O)C4NC(=O)C(CC(N)=O)NC1=O)c1ccc([O-])c(c1)-c1c([O-])cc([O-])cc1C([N-]C5=O)C([O-])=O)c3OC1OC(CO)C(O)C(O)C1OC1CC(C)(N)C(O)C(C)O1)c(Cl)c2	100						
										
Chloral hydrate	0	chloralhydrate_0_1	OC(O)C(Cl)(Cl)Cl							
Chloral hydrate	-1	chloralhydrate_-1_1	OC([O-])C(Cl)(Cl)Cl							
Chloral hydrate	-2	chloralhydrate_-2_1	[O-]C([O-])C(Cl)(Cl)Cl	100						
										
2,4-Dichlorophenoxyacetic acid	0	2,4-dichlorophenoxyaceticacid_0_1	OC(=O)COc1ccc(Cl)cc1Cl							
2,4-Dichlorophenoxyacetic acid	-1	2,4-dichlorophenoxyaceticacid_-1_1	[O-]C(=O)COc1ccc(Cl)cc1Cl	100						
										
Ethylenedibromide	0	ethylenedibromide_0_1	BrCCBr	100						
										
Isoproturon	0	isoproturon_0_1	CC(C)c1ccc(NC(=O)N(C)C)cc1							
Isoproturon	-1	isoproturon_-1_1	CC(C)c1ccc([N-]C(=O)N(C)C)cc1	100						
										
Simazine	1	simazine_1_1	CCNc1nc(Cl)[nH+]c(NCC)n1							
Simazine	1	simazine_1_2	CCNc1nc(Cl)nc(NCC)[nH+]1							
Simazine	0	simazine_0_1	CCNc1nc(Cl)nc(NCC)n1							
